x,y,z,sx,sy,sz
54.19,54.64,-148.68,314381.6261,211238.9715,376864.5649
50.72,60.26,-142.79,274945.4429,209369.1720,366217.1904
51.70,54.73,-144.96,302535.7287,193976.7891,371713.6044
40.23,-27.16,-170.29,427778.0993,190660.1728,453456.5884
56.99,10.01,-139.65,467907.5277,100337.4095,395527.3930
37.91,-21.95,-171.51,405808.0806,161515.3136,450936.1664
60.25,-38.09,-174.32,547133.9026,250497.1100,484152.1066
28.16,-19.79,-168.38,349910.2189,123015.6965,434911.0495
54.59,-17.07,-128.00,516499.9444,162343.4928,398108.6846
57.93,-39.29,-174.73,536552.7591,254174.7271,484325.6203
26.68,-15.58,-127.80,361120.7342,73668.2889,384985.5585
26.47,-16.49,-121.41,365104.5646,81620.7176,385586.5785
57.92,7.77,-140.47,477121.8298,107893.6880,397847.9533
23.19,-13.99,-171.90,307888.9493,32813.6204,433902.6352
70.00,31.37,-152.56,472335.7056,201819.7502,407683.3879
65.18,37.24,-161.12,423266.3454,211511.9595,413688.5610
63.10,43.86,-156.04,396263.2551,219003.8404,399812.0360
51.97,6.95,-140.23,448069.8323,75975.7342,394445.3969
50.93,-26.77,-147.75,500257.2864,202227.5714,418891.3397
51.95,-10.17,-132.76,487379.1232,129683.1063,396767.4533
49.53,-25.02,-143.04,493271.8775,192946.0320,411146.6970
31.34,-11.80,-112.86,390035.9831,36206.5906,389584.7177
27.97,-15.29,-140.85,360104.6612,81242.8254,391609.2172
27.44,-13.42,-143.38,352071.3463,55615.6761,392410.6636
27.83,-19.32,-167.68,347694.2349,118543.1290,432870.2747
26.92,-16.15,-128.66,362973.4793,82029.4731,385471.4162
27.31,-13.85,-115.80,368669.3267,44290.2856,387096.7554
41.61,76.14,-138.96,92782.3517,229344.9339,347201.0412
33.25,-22.60,-173.28,379778.5140,154471.0783,451640.7802
46.20,-19.20,-170.31,446673.5508,166048.6392,452847.8796
38.79,-22.37,-171.50,411313.5484,165385.1740,451870.4687
47.44,68.32,-144.43,208224.4092,231061.4251,359114.3530
77.34,24.88,-149.07,529347.2281,204481.8183,411444.3511
73.91,32.73,-149.09,491598.3354,214286.1781,405144.1943
44.12,74.48,-140.10,140311.8436,236388.4340,350668.3981
24.98,-14.78,-115.88,356473.1986,42598.5452,386513.7720
66.64,40.14,-152.05,430308.6588,215241.6605,399496.6109
35.06,-22.71,-171.92,391035.6630,159234.7288,450102.8997
44.66,-15.58,-171.82,430992.3047,148254.4918,452671.3681
28.08,-11.69,-159.99,341232.8112,44007.4614,413529.1024
28.98,-12.01,-167.54,341384.5471,60572.9922,428384.7211
32.58,-13.93,-170.78,362878.7082,99263.2304,439471.6743
38.85,-7.26,-168.70,386507.8363,87049.7418,435619.1355
30.83,-13.91,-171.64,352350.6371,90960.0935,439831.9431
43.43,39.84,-140.28,312271.4005,36701.4736,371206.0824
48.29,11.53,-139.70,418648.2490,13769.2995,389482.5620
37.67,-23.24,-166.96,409957.4772,167495.3495,441761.2156
48.15,-16.87,-171.14,452303.4305,161158.8494,454717.8407
51.72,53.35,-160.93,291921.1967,211188.2357,390357.4833
77.16,23.93,-148.13,531493.7727,200807.7423,410534.0781
49.97,9.01,-140.27,432915.4608,54365.8053,392230.1841
48.49,44.81,-144.50,321195.3523,132094.0894,374767.9398
56.17,10.47,-140.37,462081.2019,96714.7808,395417.8175
51.12,54.33,-161.12,283894.7587,212518.3701,389364.9330
41.51,-11.16,-169.01,408134.1299,118865.0297,441068.2365
53.21,10.26,-139.70,447597.5702,77546.7979,393166.1156
54.91,8.07,-139.98,461123.9422,91582.8581,395476.8075
48.31,29.55,-141.31,371346.4992,55408.3645,381175.6545
25.98,-15.63,-122.26,360312.0695,68189.4480,384882.9223
69.35,34.69,-154.48,458247.8634,211083.9009,408065.6340
30.72,-12.72,-166.32,353581.4937,79134.0220,427923.3305
67.58,38.17,-152.71,440503.7033,213224.0346,402218.7142
28.13,-14.57,-146.73,355939.2698,76131.1856,396905.6242
68.32,38.99,-155.89,439246.7617,222081.0246,406822.1442
74.90,27.14,-147.78,512359.4182,201252.4404,407018.9931
25.59,-12.14,-166.51,322781.7720,21991.6048,423630.4798
53.19,5.82,-145.41,453181.3884,93506.0382,400794.7725
50.77,5.08,-150.59,438319.3645,88301.7019,405870.6245
48.94,4.66,-152.92,427841.8399,81193.5399,408021.6676
50.32,39.56,-144.30,349701.2549,122586.2434,379163.2494
48.13,66.22,-141.15,229521.4371,220220.0705,359671.4522
52.35,57.48,-144.82,295356.0814,208537.4639,370484.2346
31.05,-18.83,-166.88,365870.3624,125960.2163,433519.7435
43.76,-17.96,-172.14,430170.5039,156028.7270,454263.4326
32.95,-10.35,-113.25,396387.8986,15210.5648,389439.8631
26.45,-16.66,-167.01,335625.1939,91484.7324,428534.4147
29.18,-18.75,-166.71,355204.4315,119164.9961,431618.8720
51.04,-8.66,-123.07,486022.4879,114005.9225,392638.5097
48.07,-18.77,-169.77,456211.7702,167894.3393,452787.3518
27.28,-13.24,-144.34,350195.6373,52072.5234,393108.7368
62.75,42.20,-154.29,401233.3633,209929.9114,398121.7899
28.27,-11.51,-168.61,335573.8169,48394.2837,429593.7717
53.78,53.64,-143.55,320762.3548,197870.5846,373135.7043
33.51,-21.79,-173.00,380073.2499,150600.1246,450645.8723
44.58,-17.46,-172.12,433651.2382,155801.9860,454533.4469
24.89,-14.21,-116.42,354678.9462,25900.7275,386004.0230
68.11,33.63,-154.65,454629.9192,203968.0768,407970.1383
68.21,40.50,-151.24,438250.9564,221040.3479,399466.2306
44.17,75.10,-144.06,127687.1675,245409.0669,351390.3598
52.40,63.58,-147.50,265461.1340,238276.2827,368602.3131
27.41,-17.01,-130.35,366277.7171,93885.3317,386471.2168
27.26,-16.84,-131.12,364671.8086,91712.0017,386540.6375
73.71,32.82,-154.60,485733.3205,220067.8645,412594.0820
50.62,22.68,-140.06,403536.8597,57504.3958,385567.3445
46.22,73.84,-141.85,164021.6242,246541.6424,353382.4476
29.16,-13.84,-158.44,352443.3127,77936.7596,413237.9916
48.82,4.76,-155.15,425279.1303,83216.3404,411172.7355
55.35,57.88,-159.83,296550.3723,243970.3569,388981.2713
56.50,55.50,-160.05,313196.0615,239733.2514,392074.7566
49.83,4.90,-153.18,431785.4718,86509.8587,408898.4515
54.34,55.07,-161.21,300612.7440,230291.8460,392070.5958
56.07,56.16,-159.40,308591.5803,239700.7684,390251.2410
49.97,5.07,-151.86,433128.1780,85186.2426,407039.0138
26.66,-11.85,-166.85,328225.3708,33760.9509,424976.8274
54.38,59.11,-158.63,286470.3534,243198.7683,385479.3039
54.08,8.83,-139.91,455220.4097,85594.0977,394561.5598
46.06,3.81,-157.23,411159.3259,69679.7573,412923.6554
52.91,6.18,-148.85,448405.8616,95920.2369,404481.7213
49.22,4.80,-153.77,428379.7381,83811.2657,409378.4398
55.44,57.31,-158.35,301109.5006,240241.4494,387358.7808
53.08,58.18,-162.01,278546.7498,238092.4093,389809.4848
54.56,10.01,-140.35,454750.8160,87791.6661,394644.8213
53.39,54.68,-162.09,295499.7857,225661.5260,392805.4996
48.45,4.38,-142.87,433166.1841,62510.7739,395884.2564
41.22,-8.99,-170.70,401164.0007,108331.2493,442978.9114
42.07,-4.80,-170.72,397424.6585,93215.5166,440857.8668
50.49,-8.06,-166.60,451701.8342,135675.9216,441029.0833
49.20,-5.77,-166.36,440675.7466,124441.5756,438085.2675
56.84,10.62,-139.79,465686.3532,99399.2314,395274.0012
45.25,2.06,-143.40,420682.5603,46113.3820,395550.7640
50.73,4.63,-142.56,444895.4615,77695.7904,396908.7146
45.15,4.10,-140.71,417693.6686,11981.2041,392046.2794
47.86,6.95,-138.59,427485.2597,31854.6939,390684.9476
50.09,57.37,-161.04,264017.4340,219877.6735,386005.7565
43.55,-2.26,-169.93,400804.7609,90127.7084,438631.5143
51.21,21.33,-140.17,410119.5505,61825.6763,386733.1326
28.61,-12.80,-167.71,340646.6388,66754.5554,428995.8085
46.52,30.46,-141.75,358402.2978,30635.7128,379671.7493
47.23,26.00,-144.91,372491.8617,36410.2970,385145.5979
43.23,-4.75,-170.04,404106.3422,98452.6478,440326.8483
28.70,-13.75,-167.23,343221.7653,76734.8109,428757.8618
39.88,-9.28,-170.12,394895.8566,103691.9665,440833.8109
43.36,40.31,-139.54,310890.0418,35679.0687,370550.8156
39.25,-9.26,-170.30,391303.1711,100868.5236,440698.4420
39.95,-6.67,-170.24,390127.0434,90733.9971,439368.5630
40.16,-7.50,-169.97,393107.5112,95894.6208,439521.9665
41.51,-6.73,-170.16,398706.6539,98799.2413,440514.0485
53.79,-7.49,-119.32,500674.1666,113845.1119,393375.9527
46.11,-0.15,-164.61,414255.1903,92141.8953,428545.1228
71.90,22.23,-152.02,506081.2057,185840.8156,413217.7717
51.31,8.07,-140.54,441910.2886,69146.7889,393754.8306
48.46,30.15,-141.39,370386.7786,60315.6047,381001.1833
68.38,30.57,-151.16,467311.7552,192456.7144,405026.9370
43.49,-1.71,-169.82,399460.7499,87629.0863,437994.2118
46.50,-8.16,-170.41,427966.6672,124917.7536,446058.8415
43.50,-5.50,-169.89,407176.4995,102675.1932,440721.4341
44.25,-2.37,-170.32,404482.1766,94710.4950,440131.8962
43.63,-7.94,-170.40,412320.5162,113445.8506,443585.1929
42.31,0.39,-168.78,389452.5709,69992.4124,433380.6174
42.68,-4.77,-169.78,401403.4066,95607.8054,439334.3943
44.20,-7.64,-170.18,414941.2741,114382.8413,443371.5484
44.42,0.01,-166.41,403472.9980,83450.9969,430591.6259
47.06,-7.61,-169.96,430211.1785,124754.4410,445174.1215
44.08,-3.82,-169.95,406833.4988,98920.5152,440195.9273
43.69,1.02,-166.89,397005.7523,75300.8115,430259.5668
45.00,-8.60,-170.05,421176.9905,121083.4609,444389.5006
43.83,-3.26,-170.09,404224.2647,95613.0993,439906.4192
41.93,-4.33,-169.45,396734.3692,89447.8474,437709.7543
40.78,-4.92,-170.21,391128.8739,86341.4478,438765.7067
46.72,3.33,-142.77,426241.3121,51799.7317,395229.2827
56.44,9.37,-140.39,465929.0939,99024.5681,396121.4622
44.24,2.08,-166.57,397959.0384,75013.6232,429376.9709
49.32,25.30,-139.70,389875.4178,46310.3978,383099.1130
54.73,48.21,-161.65,329201.8930,206334.6913,397983.1819
57.90,46.95,-161.62,351917.1670,215645.8317,401742.3570
44.76,-0.77,-166.59,406816.7618,88527.1080,431755.8156
57.80,43.26,-162.32,363337.1630,203101.6569,405326.1358
27.99,-15.11,-143.87,357926.1139,80309.5717,394185.5736
36.50,58.37,-137.10,188515.3686,81453.8681,353837.5495
49.51,12.57,-139.55,422861.2330,36745.0142,389621.2087
46.17,-9.29,-170.13,428645.0226,127730.1451,445943.4159
53.44,10.22,-140.22,448538.9199,80152.2161,393745.3444
46.33,2.14,-143.16,426435.6630,55795.6661,395968.1856
21.97,-14.58,-172.50,301179.9031,28400.0302,434558.6257
28.81,-17.28,-167.56,349921.4953,107123.6510,432006.6259
58.89,46.01,-161.63,360743.2324,216439.6599,403298.3055
59.11,44.13,-161.71,368289.8705,210876.2006,404902.5484
47.11,-2.79,-165.35,424440.7029,106199.8523,432491.5131
57.17,47.76,-161.43,345080.1195,215177.7552,400204.8555
53.10,53.12,-145.46,316919.3110,195223.4124,374216.9531
46.80,-2.11,-164.82,421828.2875,102178.9778,430764.9193
52.39,9.91,-139.91,443905.3838,72482.1723,393001.0376
40.62,-28.66,-164.55,436368.0649,198699.5434,442443.0922
38.14,-24.18,-166.34,414504.0115,173107.3345,441441.7877
43.28,3.32,-165.38,391036.1543,60849.0398,425414.9100
38.32,-22.41,-166.16,412747.0987,164610.4976,440063.5464
45.79,2.15,-143.61,423192.7631,51485.9014,396048.4076
47.51,-3.63,-166.47,427379.8425,111394.0807,435580.1103
48.07,30.86,-141.16,366302.3599,57575.3471,380176.0584
25.71,-16.14,-168.25,329482.4503,82901.6740,430027.9174
53.37,49.45,-161.67,316550.6423,204786.9600,395862.3618
44.73,-5.54,-170.13,413649.2611,108496.3741,442273.7683
49.03,4.05,-142.98,436854.2561,68518.7117,396529.8479
44.50,-1.03,-167.00,405625.7766,88325.0169,432538.5070
46.66,0.13,-163.47,417425.5765,93108.4445,426618.1438
50.10,4.46,-143.04,441604.9002,74798.6806,397059.4789
45.82,3.46,-159.75,408680.7443,72700.3587,417127.4922
43.51,-1.04,-169.56,398364.5096,84922.1390,436990.0901
50.50,6.08,-142.78,440415.1166,72299.0522,396230.7802
49.46,-2.68,-164.07,437570.1145,114922.1904,431744.0351
44.64,3.55,-143.07,414463.4761,21449.5997,394054.0231
45.11,2.97,-163.28,403253.6901,74019.4207,423183.0580
46.94,-1.81,-164.15,422479.0293,101340.0641,429378.5879
48.53,20.36,-140.25,398090.2081,10256.4457,385502.8773
46.63,-4.49,-166.18,424721.0464,110349.6517,434882.0712
27.53,-17.45,-166.52,343608.8553,103061.7563,429007.3656
43.62,-8.71,-169.93,414102.4975,116312.3918,443089.2108
51.24,-4.92,-166.04,449887.8963,128870.0254,438454.0519
46.14,1.74,-163.51,411230.1641,85157.8928,425232.2464
82.38,17.71,-152.41,569057.3344,205951.2560,423138.9018
48.10,-2.42,-164.31,429677.1321,108619.6450,430988.6862
33.67,-9.36,-140.96,381752.1320,48429.7266,392068.0545
44.94,-5.55,-168.79,415804.6797,108579.3031,439588.1759
24.53,-13.94,-172.17,315568.5783,48298.3468,435608.0996
48.11,-4.83,-165.38,433808.5772,116890.9830,434650.1341
72.56,44.37,-152.87,447963.3625,250157.7389,402760.9107
68.09,30.59,-153.25,464031.3544,193944.3752,407671.0510
50.15,-3.26,-163.57,442765.1495,118890.5780,431681.0324
42.93,-8.05,-169.77,409254.9254,110746.3910,441725.5335
48.73,64.22,-137.98,247839.2661,209411.3511,360519.5271
52.37,57.43,-142.20,298296.7749,204611.9533,368967.0474
40.23,-6.28,-170.42,390691.2688,90267.0830,439705.3174
76.14,24.46,-138.10,532905.2802,187690.5665,399024.8850
49.88,67.58,-132.36,244900.7348,221960.0520,359442.6477
80.70,19.67,-145.85,561293.6617,198992.2507,411849.8111
76.05,28.32,-152.02,511693.0187,212262.4734,412918.9963
77.54,24.76,-152.95,527504.0833,208869.2184,417183.3926
49.66,68.18,-133.38,239076.6647,225135.1652,358833.2593
73.29,32.05,-145.51,493165.2184,206310.3837,400855.7117
45.19,72.59,-142.56,162690.9376,236669.5040,353479.6122
68.40,32.02,-153.16,461845.3689,198786.3172,406970.7175
35.70,-24.77,-173.20,396961.2243,171202.0740,454913.7664
82.22,15.63,-146.65,577641.6210,196295.5850,415634.9956
57.95,50.13,-114.09,382587.7464,155915.0861,380899.6933
85.48,10.80,-153.86,598954.3067,202794.7817,430861.8185
59.69,47.60,-136.88,382246.2377,192461.9989,377373.7366
87.77,6.24,-153.49,620376.5138,201203.0794,433771.0661
26.98,-18.26,-118.03,372954.7629,102180.6040,387428.3599
75.30,29.44,-148.84,507602.7551,209438.1881,407480.1930
85.12,11.15,-151.34,598347.4273,200298.4205,426307.8082
35.87,-47.61,-176.57,427403.4416,281758.0229,478443.0307
50.51,14.93,-139.02,422994.2659,45623.8437,388700.8115
46.51,-9.59,-170.58,430655.2431,130115.9322,447398.8651
52.38,-12.40,-111.14,507247.2129,128973.6404,396695.5617
47.04,-11.54,-170.33,437357.4688,138657.5604,448554.4563
51.97,-10.66,-110.93,502067.6943,118627.9217,396338.1151
48.48,2.94,-143.02,436244.6076,68892.5537,396782.1313
47.06,33.87,-140.85,351977.4059,58243.4900,377594.7948
44.08,39.52,-140.13,317331.8431,46758.1713,371814.4265
44.41,3.01,-143.10,414363.3010,23876.1715,394221.9607
46.55,-11.31,-169.83,434708.3880,136213.4816,446932.7573
30.38,-16.64,-116.03,391115.8264,98180.4039,388954.2912
53.50,14.08,-141.65,438918.7804,80574.0362,393071.5504
39.33,-45.44,-175.84,444562.9470,273231.3637,477747.6160
44.33,38.98,-140.19,320595.0285,47042.3275,372346.1495
55.86,-11.79,-109.07,525669.4310,132176.8347,398501.3192
52.12,-17.58,-138.71,497462.4020,163778.9167,404535.0919
52.41,10.20,-139.65,443549.7982,71683.3000,392664.9164
31.73,-16.98,-115.67,399642.5265,106074.2189,389683.3794
45.27,1.61,-143.48,421630.2296,49602.5302,395875.0534
48.90,25.09,-140.09,387831.6331,40132.0377,383167.7607
45.75,35.73,-140.65,338954.7688,49107.9804,375478.4709
44.65,-0.73,-166.42,406279.1796,87554.6819,431279.7095
49.65,-20.48,-123.48,499086.5931,169268.5986,395971.6210
63.99,6.71,-161.46,494691.8131,153136.9742,431977.3496
68.76,3.21,-161.02,526669.2275,166295.1239,436596.0827
52.74,-18.96,-123.12,513151.6562,166414.9324,396546.1934
53.78,5.75,-140.12,460204.5558,89531.3604,396029.4210
49.97,23.49,-140.01,397960.0578,51050.8842,384673.7394
49.33,-16.61,-159.75,466487.4671,160161.3231,431980.3849
50.44,15.39,-139.20,421396.9158,44990.2573,388548.3004
55.35,-11.82,-110.43,522247.4353,132092.5055,397652.6214
30.02,-45.33,-176.76,391023.5810,267791.3854,473001.5168
28.56,-44.68,-176.46,381939.6630,263682.4606,470713.9986
50.32,-18.98,-133.82,493631.4538,165699.3784,400230.9648
44.82,-30.53,-164.30,462073.6058,212012.8192,446041.0901
58.11,1.14,-166.06,473037.2655,140802.7908,439985.9885
47.24,30.12,-141.63,363510.1734,42860.4185,380301.3036
51.43,-19.57,-123.82,506816.1010,167558.1646,396397.2797
54.15,-13.57,-166.23,481386.3187,161352.9603,446411.5440
54.84,-8.60,-109.85,514106.4996,114724.1659,397215.0265
55.46,-7.88,-110.65,515538.5420,113539.2174,396777.4814
49.76,-20.11,-125.16,498039.9848,168050.4329,396259.1424
49.41,-10.24,-164.87,451525.7716,138737.4699,438054.4494
41.92,-4.93,-169.95,397515.4651,92496.6441,439174.7056
49.43,-5.00,-163.78,442321.6564,121363.9566,432629.8501
47.56,-21.61,-123.52,489788.1576,171947.2453,395578.4176
30.36,-35.74,-174.42,382355.1406,219856.0398,461073.7947
47.52,31.32,-141.12,361966.5922,52015.1007,379509.2013
53.11,53.53,-160.72,300008.4777,218134.5548,391259.4399
52.41,52.80,-161.06,298302.8398,212468.6969,391625.8124
53.21,8.33,-140.49,451343.3933,81840.8741,394748.5161
55.98,48.86,-161.32,334358.2048,213940.1133,398174.4242
26.02,-13.90,-167.16,328065.2886,59924.3402,426517.2129
56.56,49.56,-160.98,335547.8205,218632.6815,397692.5377
56.53,7.60,-140.65,470157.5810,101694.5179,397253.5025
53.62,9.76,-140.13,450574.8742,81768.7240,394006.0142
51.64,9.43,-139.92,441026.6070,67514.9773,392780.5181
51.59,6.30,-140.72,447142.2024,75840.1094,394950.1414
47.28,4.32,-141.83,427801.4820,49885.3889,394216.7328
43.48,4.13,-164.95,390654.4320,58705.3989,424211.3690
55.49,7.45,-140.55,465137.3796,96453.9400,396615.8003
54.61,8.39,-140.32,458642.4040,89978.6263,395433.6981
49.31,5.28,-143.06,435660.2101,66365.9047,396150.1952
55.14,50.63,-161.34,322882.4039,216893.8102,396188.7113
45.66,3.64,-140.53,421492.7107,30122.0912,392445.3723
49.67,15.70,-138.89,416780.1867,31165.4710,387698.3789
51.51,9.89,-139.77,439448.1752,65297.5780,392360.3123
29.27,-15.61,-170.52,347387.8651,96500.5111,437333.1030
42.06,5.55,-164.87,379835.7037,33846.8288,421918.5744
51.35,12.68,-139.21,432628.1690,58082.4923,390473.3502
52.79,17.64,-140.72,427323.2242,73925.8084,390053.0029
48.14,3.27,-146.94,430977.4597,71374.5397,400545.8663
47.09,4.47,-138.48,428806.0582,37872.9887,391347.5275
54.52,9.20,-140.28,456402.8247,88328.3037,394951.7434
50.09,8.39,-139.94,435155.9065,56556.6862,392353.9489
43.01,-1.78,-171.13,395983.9620,86210.3872,440428.5187
42.27,-6.89,-170.45,402892.2961,103238.2384,441866.0105
30.02,-15.76,-169.81,352493.9672,100977.2167,436575.3896
33.89,-17.48,-172.03,375620.6310,127048.7705,445765.4116
42.40,-2.16,-170.14,394261.1936,83137.8004,438054.6654
47.84,-7.07,-165.97,436387.8303,123621.5607,437074.4846
49.14,-8.80,-165.53,446876.9165,133407.3546,438261.9158
50.15,-3.30,-164.47,442159.0502,119622.1789,433443.6838
50.05,64.73,-160.87,227139.9593,250193.8879,380221.3919
45.46,1.50,-164.17,407601.6180,82385.4864,426082.9401
49.34,-9.94,-165.55,450110.4098,137837.4249,439191.8039
51.64,4.99,-144.59,447466.1699,85367.6901,399334.6390
48.51,-5.29,-165.21,436983.9028,119770.2857,434922.7944
48.72,-0.76,-164.28,429571.0167,106678.7903,430346.0960
57.18,53.94,-161.29,322186.2709,238101.7530,395687.9564
51.80,5.31,-146.76,446019.7387,88583.7235,401674.5377
51.03,65.06,-160.62,232661.8640,255615.3950,380603.0745
46.82,-2.60,-166.24,421802.7144,104936.0373,433901.0293
52.39,6.16,-153.33,442387.2854,98871.9793,410224.9345
46.07,-2.83,-167.35,417424.2582,103037.7545,435707.0388
51.01,5.12,-148.09,441313.3891,86215.8536,402833.8634
43.44,-6.46,-169.79,408866.1464,106286.9433,441122.1351
54.04,59.37,-161.38,280115.6713,246269.9833,388939.4879
53.20,6.63,-152.15,446502.9212,101029.7081,408845.9935
48.71,-7.54,-166.15,441734.6782,128211.2671,438404.7183
52.85,5.10,-143.15,454605.8063,90050.7951,398579.8957
47.46,-4.96,-165.53,430523.5160,114851.6834,434515.8970
49.56,-9.35,-165.04,450487.7643,136260.5596,437945.5213
54.33,5.98,-143.40,460232.0750,96575.2560,399312.8039
55.32,5.82,-139.61,468453.0054,96831.8281,396476.0083
48.15,-8.83,-168.77,439284.3939,131949.9859,444272.7255
52.39,60.70,-160.90,263810.0350,243876.3933,385617.3377
50.07,-10.41,-165.46,454880.2026,141404.8333,439842.9342
54.30,59.95,-158.15,282791.1535,245672.7636,384151.0178
54.20,5.56,-141.32,461958.6428,93865.7217,397433.2126
47.16,3.98,-159.08,415227.2380,79705.5391,416712.7602
52.47,58.12,-161.19,275811.6883,234124.9527,388010.6143
47.87,-8.93,-169.98,437024.5684,131897.8068,446722.1315
46.72,3.73,-152.56,418358.3107,67878.3082,406467.2602
48.66,4.71,-156.39,423622.7607,84002.5717,413006.0403
53.24,4.64,-143.19,457563.6037,93181.1315,399089.2180
48.30,4.03,-150.36,427687.8663,75014.0727,404436.1225
45.73,3.28,-163.00,406095.8075,77068.4306,422941.3422
51.98,63.85,-161.03,245267.0146,255246.4492,383066.3074
25.40,-13.85,-115.01,357860.0568,18117.9684,386859.4361
49.71,-4.21,-164.26,441835.3297,120369.0404,433285.7880
55.87,52.77,-133.27,345713.5888,188988.4222,371267.8912
44.79,-12.41,-163.82,431972.0708,133295.0546,433855.2723
240.71,86.27,-499.15,667804.3839,907109.8417,1859018.3443
58.59,-8.29,-168.54,492582.6990,158599.7304,451419.2054
121.15,30.56,-288.39,587853.5061,409581.0779,887089.7601
22.15,-14.29,-170.60,303235.5148,22120.6667,430471.6177
118.91,23.43,-277.79,609652.4826,374812.7008,847692.5200
45.30,-17.29,-162.57,444357.7829,155070.7454,434862.2765
49.98,64.96,-137.31,253555.7461,218168.8969,360988.6836
45.71,-5.92,-168.15,421159.6186,112782.5653,439110.7145
50.38,-3.24,-163.45,443991.7374,119605.0419,431600.9936
47.78,-22.51,-169.45,461318.4426,181948.5868,454240.7328
69.18,21.32,-156.90,490633.8762,180695.9148,419341.2595
24.03,-24.70,-167.11,334705.9914,145251.1133,432428.4092
37.55,-37.44,-175.28,424498.2056,235109.5893,469810.9285
42.82,77.10,-136.26,105127.9681,236354.0840,347746.9766
19.29,-22.20,-170.77,299384.4458,109646.1357,434245.6092
70.16,43.70,-153.03,437243.4667,240271.8242,401476.0980
11.90,-20.23,-172.35,247376.5498,33040.6016,429628.6301
52.46,62.14,-133.95,286816.7207,212898.2309,364145.3768
55.39,55.46,-133.09,333054.4659,197435.4804,369602.2520
51.52,61.44,-145.97,271396.3989,222962.9531,368087.1679
53.67,60.75,-134.62,299839.5442,213760.2609,365802.2534
18.99,-23.70,-171.12,299653.4935,121519.9455,435816.9548
72.54,24.51,-153.41,502521.0653,194152.8292,414501.4684
45.99,71.57,-144.20,175150.6853,238366.7013,355533.7382
23.16,-21.16,-167.22,323781.7143,116005.8085,429430.3454
69.09,35.44,-155.91,453545.1286,214003.2721,409558.4275
15.29,-23.27,-171.20,275600.8883,103238.8599,432502.0082
52.40,62.00,-132.18,288753.5464,209228.1572,364213.4083
58.90,54.37,-134.29,356526.9320,211257.0598,372728.3944
58.03,50.92,-113.84,380606.2598,159274.5841,380927.5646
25.23,-12.80,-172.14,317577.5837,36227.8028,435307.7705
51.98,63.40,-134.85,277055.5903,217472.6557,363149.0026
22.12,-26.13,-167.97,324927.1020,150190.4797,433637.8973
15.60,-18.98,-170.87,270687.5642,47962.7090,428833.9343
27.58,-28.94,-167.37,361757.9669,179891.0470,438671.0238
64.64,40.99,-153.76,415619.7122,212594.2653,399671.8593
22.14,-27.40,-168.81,326330.1449,158778.3391,436274.0364
27.52,-11.13,-168.32,330771.5365,32551.5060,428112.0361
54.58,58.15,-134.62,316247.4241,207126.9600,367821.0092
29.16,-18.32,-115.15,387390.9455,109695.5721,389483.4014
34.65,-34.79,-175.25,404707.1392,219577.7887,465748.0283
70.86,21.17,-154.28,501598.3305,182960.5647,416442.8448
14.35,-29.93,-127.60,307729.8725,170412.4895,385327.1425
-3.82,-34.69,-167.93,147279.2083,152769.7855,418097.3502
12.52,-29.06,-137.48,288949.8848,157005.3812,387341.4958
13.48,-28.48,-140.50,292610.5996,153568.8955,389627.2447
-6.74,-37.62,-169.26,116974.6324,171963.3975,420462.3093
6.16,-22.87,-154.86,224427.9211,48957.9245,396062.9195
13.28,-28.83,-133.58,295894.3276,157778.3362,385725.0579
15.03,-29.75,-129.98,310616.6321,169808.6737,385974.9728
13.46,-28.88,-137.27,294971.2378,157663.9989,387668.6835
13.49,-27.84,-156.49,281534.8166,143650.9019,407530.5675
14.26,-29.42,-129.13,305624.4801,165806.7385,385260.9781
13.07,-28.39,-149.81,283981.4185,149209.8888,398460.3522
-3.09,-34.64,-168.74,153855.3122,153849.6433,420265.5442
15.47,-29.33,-135.44,309722.0496,166105.7646,388044.9446
9.20,-23.60,-136.96,258717.9643,89825.4306,382049.5022
-7.40,-29.99,-138.99,124177.3472,103639.6882,376130.4624
-7.33,-37.62,-144.02,132092.9668,185262.0652,384286.0812
51.85,20.02,-141.01,416217.4795,68549.8133,388447.6139
28.26,-14.10,-113.90,375703.9139,55334.4886,388590.0271
65.58,2.36,-162.29,511479.8086,159210.0207,437263.5302
74.33,18.82,-151.19,527279.7710,185895.2864,415447.9561
53.40,9.44,-139.98,450237.7242,80470.1355,393901.5533
51.12,21.33,-140.50,409370.2126,61777.0488,386905.1080
76.41,28.15,-154.07,512254.3275,215073.5856,416316.7409
42.77,77.46,-141.91,85444.1538,246333.9337,347807.9826
46.55,68.99,-139.91,202900.6737,222901.2738,356237.1689
78.61,21.59,-139.74,551053.8818,190673.1058,403061.2896
80.29,18.93,-142.02,563989.6023,192535.7279,407457.6004
78.98,20.98,-140.68,553622.5194,191529.8103,404439.4718
80.12,21.29,-150.06,551209.9007,205138.9814,416394.9655
31.65,63.97,-152.83,51758.7934,115479.2915,352472.1181
83.38,15.97,-155.32,575746.0450,207843.7213,429461.2813
85.45,11.98,-153.21,596684.0127,203827.9035,429176.0143
47.64,7.06,-139.57,425362.0020,31168.3513,391211.7666
85.17,10.93,-151.05,599341.3618,199837.9787,425981.1960
48.36,70.29,-131.16,220122.2546,224866.0729,357105.7810
85.33,10.53,-151.46,600695.1922,199996.1364,426922.8634
79.84,20.70,-145.69,554693.1681,198650.2924,410664.6796
