x,y,z,sx,sy,sz
44.56,73.05,-140.04,156946.9288,231808.7011,351964.8875
86.65,8.02,-151.76,612387.9741,199694.0931,429358.1402
83.29,14.32,-148.51,584446.2869,198446.7407,419443.8251
47.55,51.60,-140.02,294205.3677,147845.0855,367498.1100
80.50,25.69,-137.61,552170.1559,202424.4666,400570.9155
55.54,54.41,-139.07,332486.5515,202893.8236,371709.2030
74.00,30.03,-143.25,503955.5923,200520.5808,399928.2176
80.50,40.69,-150.85,501680.5878,259510.3588,407981.7129
73.02,31.81,-139.79,497041.0603,197938.1672,395353.6934
77.71,24.73,-153.06,528321.0967,209401.1871,417481.9066
65.03,40.88,-153.47,418299.5470,213394.6256,399659.0114
80.06,21.67,-151.77,548617.5165,207529.3651,418677.5319
80.40,26.88,-137.43,548876.1167,204798.1705,399891.6073
75.82,26.79,-146.07,519263.9669,201295.8372,405731.5626
58.57,49.50,-134.11,371965.8142,190414.2828,374830.1099
54.85,57.38,-135.20,320419.7972,206097.4307,368496.8302
74.36,30.48,-147.38,501276.9852,207624.4972,404499.9564
56.06,55.49,-137.30,333044.1254,207151.8511,370874.9270
53.64,60.82,-137.50,296559.1162,218226.0590,366231.1324
68.58,33.28,-153.16,459270.0089,202887.3826,406400.5937
89.49,33.56,-136.34,578161.3196,244919.1619,401425.2809
73.97,19.86,-151.27,522912.5741,186780.7775,414788.9859
79.87,19.68,-144.22,558399.3677,195194.3241,409364.8320
81.97,15.34,-144.87,578407.6078,193470.4715,413308.8149
58.60,48.20,-139.79,371625.8327,193969.1626,377649.8253
81.01,40.61,-150.16,505102.4163,259933.3320,407480.2951
55.47,49.87,-139.86,347990.1781,185522.7219,374480.5160
81.15,19.56,-151.98,558962.7598,206167.5872,420774.3525
73.90,29.55,-140.01,507242.5177,195105.7596,397088.5307
52.24,56.66,-139.13,303646.5227,196036.3531,367949.0355
84.33,31.31,-136.56,558058.7586,225917.3359,399641.9645
83.43,38.02,-143.53,530150.0864,251073.0681,402547.6589
58.94,44.40,-114.78,405989.4212,138846.3200,382431.3025
57.03,8.25,-140.48,471434.7491,103214.9853,397098.8909
58.24,-5.11,-123.81,516469.2263,120894.8675,394381.7337
75.05,26.93,-139.23,520415.8759,191350.9491,398275.4390
68.71,37.77,-150.96,449082.8552,213922.4137,401017.7317
82.78,31.45,-136.89,549642.8685,222573.2325,398972.5218
56.78,53.82,-136.51,344310.1510,202600.0967,372040.2695
66.37,29.57,-154.40,456940.9601,186462.1984,408618.5706
49.92,61.56,-138.58,268087.4537,204521.0958,363149.6776
81.42,25.31,-137.25,557974.9754,203589.7911,400931.5736
68.12,38.60,-151.38,443242.3746,214889.9084,400652.8864
75.70,27.09,-145.24,518568.8624,200708.1032,404542.9366
58.66,44.83,-115.11,402851.9331,139627.9469,381929.3463
56.27,47.73,-140.72,359289.4672,182494.1284,376699.2313
82.42,30.86,-136.73,549481.2531,219800.6259,398888.8555
73.67,32.27,-149.36,491405.4959,212586.4242,405568.7789
59.40,47.52,-133.34,383880.2990,185558.3043,376153.5649
49.35,25.35,-139.71,389877.6620,46881.0925,383091.8406
68.43,38.29,-150.47,446557.6093,213978.1625,399912.3447
56.25,-6.22,-121.04,510069.0304,117017.1516,393778.2648
53.10,62.06,-136.77,288458.8786,219893.9845,364976.4592
25.86,-14.10,-167.26,327428.3637,61168.6078,426710.8489
81.59,15.91,-147.81,572933.7197,196415.1866,416698.5958
54.62,-6.85,-122.20,502022.2317,115762.8515,393389.1722
58.21,50.99,-138.21,361201.2623,200561.5739,375148.5581
59.26,46.94,-138.63,380537.4812,190612.5854,378180.8812
71.66,21.69,-151.51,506613.0007,183485.7582,412609.2856
70.11,43.30,-153.16,438085.8774,238925.6269,401844.0856
55.04,56.65,-133.53,325961.4280,201401.1251,368797.9145
76.99,23.98,-143.78,533959.3082,195648.3315,405180.1175
76.88,24.02,-142.73,534183.7350,194249.7665,403962.1600
81.13,26.15,-137.29,554445.9879,204844.3508,400476.8236
72.97,31.05,-138.72,499584.0320,194415.0411,394817.7452
80.62,26.68,-135.82,551701.6562,203072.5560,398865.1536
51.87,63.66,-135.11,274865.8536,218418.7753,362941.5148
25.06,-14.98,-172.41,320396.5425,66799.3264,437353.3911
50.78,59.87,-138.85,281138.7214,201936.2512,364890.9159
50.38,61.62,-143.44,265796.4807,214523.3879,365443.8755
51.76,58.44,-141.34,291089.9633,204589.2484,367456.4731
76.36,24.10,-139.13,534108.6069,188783.4692,400165.9949
57.36,-5.56,-122.01,513936.8667,118464.7450,394006.5671
79.24,30.18,-136.94,535091.5288,209368.0340,397531.0925
25.97,-15.44,-121.28,360464.7335,65007.1305,385016.2499
53.73,55.49,-144.75,312037.4304,206926.9095,372791.9050
50.33,60.81,-138.73,274099.0629,203612.6875,363955.1622
53.86,55.87,-145.90,310188.2344,210727.6196,373505.2185
79.75,22.11,-150.12,547335.5372,205962.6816,415832.9961
48.90,-14.52,-151.75,466282.0420,148723.4858,417118.6187
50.00,17.56,-138.80,414069.8087,36378.9018,386919.5114
43.16,-43.38,-175.38,463281.6362,265612.3843,478063.7120
48.51,-40.96,-174.69,489355.2331,257525.9516,478645.2214
31.81,-12.22,-112.82,393501.7893,49120.4887,389885.4970
34.71,-13.79,-115.50,411146.8332,87239.6571,389800.8383
43.40,-5.39,-169.68,406592.0463,101649.7139,440122.1643
57.77,33.88,-163.77,391329.7439,174778.4580,414148.4475
34.97,-13.68,-115.24,412595.4256,87164.8362,389981.5975
69.84,-1.61,-161.14,541997.3565,170666.4054,440284.3319
52.66,-11.28,-110.98,506792.5711,123688.6490,396609.4281
43.75,-6.20,-169.91,409884.6599,106635.6250,441443.5796
44.97,-8.92,-170.50,421283.3197,122393.3487,445543.1735
10.40,-22.00,-163.82,246650.1899,62180.8617,413008.1553
51.34,11.42,-139.61,435168.7169,60691.3641,391375.0041
51.67,11.20,-139.50,437475.7173,63750.8271,391603.2631
41.36,-4.71,-170.10,393929.2539,88537.8344,438882.5423
54.06,14.72,-141.61,440354.9885,84385.0315,393071.3146
42.42,-3.60,-170.06,397431.3333,89429.6105,438902.9146
52.81,-11.73,-111.04,508371.2239,126417.6579,396712.6474
51.89,32.12,-161.09,366998.7369,136026.7078,405605.1031
71.19,-1.93,-161.96,548786.4515,174231.5582,442997.3088
55.87,-8.21,-109.60,518935.7484,115382.4002,397526.0361
13.98,-27.94,-159.47,282803.7796,144913.7981,412706.6972
33.14,-15.41,-115.83,404882.5884,96723.8775,389608.9163
52.95,-13.28,-109.88,512547.3541,134071.3749,397677.5195
55.62,-5.45,-130.45,499183.5476,119827.6611,395440.2483
58.62,-2.30,-145.93,497809.5694,132204.2156,408920.1762
17.06,-29.65,-158.90,305409.4770,165794.5761,415280.2898
47.98,-19.12,-143.51,475091.4363,164612.6719,408026.4174
54.24,-8.51,-110.92,510151.1536,113475.9909,396460.9110
54.23,-6.86,-124.35,498613.1485,116345.7233,393449.2062
10.34,-22.22,-162.02,247964.7896,66372.7290,409988.5259
51.03,-10.15,-111.68,495751.1476,113794.4409,395593.8192
22.67,-52.06,-177.27,354296.8238,298165.4109,473285.6440
51.53,-8.59,-120.93,489869.8755,113609.4387,392777.3161
58.74,-4.61,-122.89,518697.1236,119838.8312,394303.6740
46.56,-21.60,-126.60,482531.6171,171071.2860,395931.5243
47.52,-20.83,-130.37,484051.8802,169328.0554,397606.5184
60.82,-0.24,-154.30,498811.2625,141789.8510,421173.9539
71.37,4.50,-164.19,534521.7966,175324.6070,444020.1937
66.20,17.68,-165.89,476969.5113,173881.5180,435673.4377
38.71,-36.83,-174.71,430535.0590,233363.9851,468897.3157
58.49,-5.13,-120.64,519867.3532,118997.3696,394265.3599
57.29,-12.36,-110.31,533401.5092,138411.5920,398260.3584
45.29,-10.47,-170.31,426086.3436,129331.1726,446418.7280
61.86,28.52,-163.81,428324.5990,177634.5863,421262.8334
49.99,-4.34,-165.30,442760.4374,122440.7954,435638.9468
26.20,-25.79,-166.31,349748.9445,157941.1499,433293.6321
13.58,-22.71,-171.18,263591.3174,89023.3293,430560.9526
46.61,-18.71,-121.11,481406.7415,154965.5001,394116.4494
54.36,-17.55,-129.25,515327.5576,164408.6492,398758.7923
37.29,-37.81,-174.40,424244.3720,236847.2095,467735.7193
39.16,-38.32,-174.38,435295.1918,240704.5428,469425.4560
45.74,38.56,-143.80,327181.1557,77425.0382,375828.0600
34.74,-9.49,-114.32,404321.8652,21838.3127,389143.0306
46.31,34.50,-140.67,345946.1005,50047.6411,376590.1456
42.87,-26.99,-163.03,447090.0406,193989.8403,439969.0071
56.01,-6.87,-126.41,506561.6608,123090.0970,394616.0217
46.44,33.09,-140.94,350777.4359,44081.9192,377630.9757
31.06,-18.76,-166.88,365797.6762,125525.9509,433461.0706
26.63,-16.13,-166.85,335828.8275,87523.7358,427976.0848
53.97,14.69,-141.50,440057.5839,83583.8493,392935.5874
54.20,15.01,-141.21,440699.0677,84622.5146,392672.3373
45.43,37.34,-140.27,332302.8372,53644.4029,374134.8452
25.43,-13.47,-166.97,323942.8875,48432.9113,425339.4808
29.75,-20.76,-167.66,361183.5345,134554.7462,435375.8155
30.27,-18.86,-166.73,361576.7188,123609.0129,432602.1266
42.90,42.19,-138.65,302321.0441,40523.4676,368777.4172
20.76,-18.71,-170.11,303056.1753,82006.9742,431537.3661
21.73,-19.50,-170.19,310194.1954,95177.3673,433108.8196
53.80,14.20,-141.58,440278.1413,82558.6758,393141.0209
48.85,24.85,-139.94,388340.4893,37610.9012,383164.0640
26.94,-18.39,-167.92,340802.4433,108161.1105,431974.1062
51.57,10.69,-139.72,437974.2497,64222.6950,391960.0026
50.81,12.18,-139.48,430726.3363,53912.2670,390576.2329
57.29,7.06,-140.63,475269.6938,105926.2647,397947.6541
49.64,16.87,-138.88,413753.6518,29717.7347,387080.1962
51.44,20.97,-140.32,412116.7812,63995.4968,387166.3867
57.91,8.03,-140.60,476398.8077,107759.5352,397831.3815
54.52,14.35,-141.33,443897.1977,87033.1341,393315.7083
52.50,18.33,-140.72,424067.8347,71890.1413,389505.0758
62.39,40.00,-154.35,406054.1670,201352.9132,399251.3227
58.81,36.89,-163.62,388023.2503,188233.5699,412786.0931
50.11,9.67,-139.62,432658.8185,52344.5157,391493.4175
62.36,39.78,-153.94,406940.8921,200013.2620,398800.5518
57.47,43.41,-162.60,360691.4631,202554.2961,405382.2599
49.39,42.18,-163.20,318351.7447,159041.8510,399803.9455
60.41,42.13,-162.61,381108.0292,210515.8949,408913.7142
58.82,44.48,-162.28,364901.2056,211591.0936,405348.2335
57.71,42.28,-162.73,365656.7497,199872.7399,406606.3172
60.21,43.48,-162.27,375994.3880,213856.8987,407254.2364
55.65,40.13,-163.17,360863.2537,183931.3478,406973.1629
58.75,40.86,-162.87,375890.8739,199732.6285,408729.1661
32.11,-10.65,-113.20,392191.8873,5614.8834,389285.6883
50.32,42.09,-163.13,324090.3800,163779.3873,400620.5970
34.87,-19.91,-172.62,384811.6880,143715.0664,449592.4600
32.94,-21.90,-172.97,377120.0352,149814.4899,450190.0968
34.29,-20.97,-172.85,383187.7584,147999.8445,450368.7345
33.08,-22.52,-173.08,378826.8086,153613.8571,450989.5675
45.34,1.99,-143.43,421287.1326,47660.2464,395676.5632
11.17,-25.56,-154.26,264240.2172,115762.8333,400996.9320
44.44,-10.80,-170.41,422085.9747,127893.9702,446174.6012
27.16,-13.77,-167.37,334308.0654,66986.6270,427799.1917
60.28,39.39,-162.16,389572.0495,200483.7524,409851.3423
51.77,7.05,-140.14,446856.4750,74191.1922,394199.6737
48.24,11.51,-139.61,418462.4735,10270.2681,389390.4365
51.65,53.97,-160.67,289258.5366,213005.1451,389463.8977
24.58,-13.33,-167.72,318138.4387,36483.3887,425997.6142
40.22,-8.92,-169.83,396269.0618,103242.8415,440243.2769
51.62,8.53,-139.46,443258.8310,68334.5852,392848.4151
50.30,12.44,-139.28,427533.0756,47012.9920,389986.1972
56.38,47.35,-161.59,341884.4204,210474.0520,400029.9383
26.56,-13.73,-167.23,330828.4195,62005.5263,426971.9182
47.65,3.49,-143.43,430433.3168,60816.9080,396378.6368
50.82,9.24,-139.57,437403.6467,60239.7296,392101.4511
56.25,8.37,-140.07,467386.9256,98551.7286,396208.8737
49.80,16.57,-138.84,415394.7343,32883.4299,387313.7979
54.11,6.70,-140.09,459934.7248,89520.0554,395751.8388
45.09,-0.96,-166.42,409072.0627,90870.8685,431803.7008
49.96,5.61,-142.57,438735.1553,69384.8334,395935.4432
51.94,7.47,-139.75,447088.3261,73696.4655,393787.2218
45.80,-5.58,-169.44,419963.2033,112729.7914,441686.3830
48.58,29.81,-142.11,371412.9428,62730.4787,381768.8415
60.93,37.78,-162.23,397992.4092,198149.5788,411615.2046
55.79,44.29,-161.84,349008.4486,197200.9551,402002.4483
47.52,6.71,-137.56,426911.2545,22400.8692,389896.6113
52.39,51.93,-161.13,301633.4498,209049.9962,392340.1443
30.57,-17.88,-167.31,361163.5013,118019.9056,433327.1744
43.07,-1.51,-170.17,396506.9261,84643.3483,438247.1953
61.48,35.97,-161.62,406976.6536,194070.4923,412231.3913
59.41,36.94,-162.47,392123.1219,189484.5311,411252.3475
59.53,36.01,-163.27,394896.6574,188137.9092,413374.6427
53.65,9.86,-140.27,450389.9096,82065.3083,394088.1553
47.97,29.59,-141.61,369111.1870,51858.7306,381109.8893
52.57,6.86,-140.15,451436.2651,79970.1317,394784.2642
47.32,-9.63,-170.08,435426.1828,132631.6026,446984.9076
50.35,11.53,-139.65,429634.4645,50474.2418,390738.0145
42.80,1.81,-169.11,388777.7943,68283.1466,433500.1669
44.36,2.38,-143.58,415085.3293,32150.6898,394974.7769
24.62,-12.91,-166.64,318400.3671,26048.9616,423609.5518
52.08,4.89,-140.28,453021.5886,81929.1646,395553.6429
42.17,-11.70,-170.73,411404.8796,124270.5261,445673.9047
47.00,4.22,-163.56,410369.1780,83813.4281,424387.8258
26.67,-13.27,-167.11,330768.7871,57115.9054,426504.5464
43.58,2.12,-149.62,407123.4550,40210.5199,401259.9450
53.39,10.19,-140.09,448423.5305,79614.0082,393627.9175
48.92,25.44,-139.70,387343.0727,40228.7823,382759.1552
59.49,46.19,-161.56,363531.5875,219445.7671,403590.3182
50.61,4.43,-145.26,442741.6152,81517.3495,399681.1784
28.37,-17.58,-167.27,348113.4371,107573.6190,431274.3250
27.08,-14.77,-167.31,335703.0619,77009.4901,428302.5860
49.60,16.85,-138.78,413698.5248,28480.5339,387007.7993
58.02,42.11,-162.45,368173.8539,200284.8695,406516.6725
23.94,-14.50,-171.41,313688.2874,51153.6833,433897.3377
44.19,-9.78,-170.38,418859.6425,122951.8751,445227.4083
59.41,36.59,-162.90,392810.4357,188952.8709,412229.4523
42.86,0.98,-169.29,390738.4506,72272.2047,434480.6948
44.70,2.92,-163.93,400657.1989,72007.0075,424095.3669
50.18,5.73,-161.09,425807.6254,96976.1430,421427.6220
48.51,4.90,-161.48,418513.6275,89211.7477,421351.7592
46.96,2.21,-162.40,415427.1506,87478.5355,423514.1681
47.97,-2.27,-162.67,429964.3350,106331.6477,427672.5304
50.15,12.76,-139.10,426129.8532,43920.0002,389599.5238
53.80,52.84,-161.01,306643.5821,218908.4217,392847.9954
22.49,-14.04,-171.68,303946.2715,21276.9150,432859.8785
54.94,7.04,-140.19,463426.8399,93637.1803,396170.2377
50.52,21.71,-140.62,405084.6983,56049.9968,386390.7190
48.74,4.93,-158.41,422028.6476,86660.5646,416206.0858
59.28,42.66,-162.93,372916.6861,208067.0266,408095.2915
38.78,-8.52,-169.92,387636.0231,94448.3129,438991.7733
60.87,43.47,-161.98,379896.1505,216106.9317,407358.1606
49.16,4.64,-153.43,428662.8328,83349.3395,408925.5526
25.52,-14.28,-166.76,326130.7627,60696.2921,425571.3739
51.81,5.63,-152.12,441424.4223,95098.6033,408385.2685
59.15,39.13,-163.45,383020.3695,196510.7594,411267.9354
30.09,-14.69,-171.64,349565.6485,93413.3213,439774.5815
48.84,5.35,-142.56,433344.0854,61300.6765,395341.3894
46.98,5.23,-138.87,426338.5024,31568.7944,391193.8108
47.09,6.64,-138.60,424045.8227,18278.7666,390379.9609
42.51,5.81,-163.70,382653.9857,36361.5085,419944.4349
49.96,4.89,-161.90,425820.1475,98019.4904,423239.5821
48.32,5.36,-139.15,432977.4992,48926.4179,392149.8632
54.02,15.34,-141.17,439008.8142,83360.4071,392362.3634
24.29,-17.25,-172.33,319955.5339,86131.8828,438186.7292
45.37,2.02,-146.60,419087.1832,54092.5517,398980.0685
23.35,-16.43,-172.23,313010.1628,71902.6240,436563.7606
55.32,12.63,-141.42,452014.6162,92499.6141,394752.8624
52.84,-9.93,-142.07,485321.9560,136132.5934,404802.5161
54.35,6.34,-140.24,461840.8999,91693.7075,396184.8962
51.25,5.99,-142.73,444534.7447,77573.8580,396700.8597
54.25,45.78,-160.42,336414.5592,193529.1228,397304.6913
56.50,11.34,-139.86,462230.6266,97257.6631,394779.9377
32.03,-12.23,-172.59,355273.8880,84529.7592,441730.9075
50.97,5.59,-154.75,435133.3440,93837.0990,411644.0838
50.89,22.27,-140.18,405959.4940,60078.8685,386038.7309
34.26,-11.64,-170.15,368539.4343,91249.9771,437897.2761
57.94,38.61,-162.85,378639.4366,188918.3558,409505.1501
31.18,-11.80,-172.16,350012.6637,75818.5370,439737.8319
50.37,5.82,-160.26,427213.9832,96860.1027,420044.9774
53.66,-1.43,-162.15,458425.7401,126499.7391,430477.9702
43.39,-10.67,-170.48,416171.6871,123851.3363,445407.1606
40.89,-11.30,-169.13,404987.1341,117348.2775,440932.7026
32.24,-13.74,-154.96,372222.4858,92109.8472,410019.9171
36.87,-9.94,-170.12,379748.0861,93317.3931,438825.5113
44.26,39.19,-140.19,319451.8946,47519.9805,372168.0919
63.25,35.55,-157.64,421086.7648,195030.0165,407471.1799
49.34,25.67,-140.14,388662.4345,49642.4165,383202.4275
32.61,-21.53,-172.90,374678.0779,146862.8657,449506.7311
30.22,-12.22,-114.51,383399.4429,35764.4546,388317.3574
32.53,-12.16,-114.52,396551.8269,55314.8255,389084.8890
32.36,-20.62,-172.68,371934.6908,140942.7508,448168.9855
31.45,-13.85,-114.94,393091.9417,72112.1057,388995.6836
40.10,0.34,-169.86,376716.5652,52005.1845,433800.6975
38.84,1.95,-169.93,366310.8179,16786.5393,431723.8913
40.37,-7.78,-171.15,393864.7573,98966.9815,442424.0967
40.75,-2.90,-170.24,386821.8012,76042.3374,437410.3208
52.16,6.96,-140.09,449129.9819,76996.8592,394446.2410
54.25,6.28,-141.12,460825.4090,92518.8817,396930.2278
45.27,1.50,-143.52,421860.9902,50482.3056,395969.3804
49.40,68.55,-160.24,200581.8804,262739.9438,375764.4490
49.69,67.94,-160.46,206385.5834,261693.0827,376840.7508
48.83,4.20,-142.82,435613.2002,66199.1091,396177.9599
49.07,6.11,-139.76,434924.9130,54510.4819,392708.8504
49.34,8.31,-139.83,431463.7743,48844.9565,391844.5978
57.37,52.83,-159.24,329725.6457,232128.7378,393546.7351
43.95,1.01,-167.56,397907.6048,77960.7323,431833.9143
48.35,6.89,-138.72,430107.6573,39949.4145,391105.6582
48.29,-5.06,-166.40,434424.1173,118931.7224,436989.7396
44.59,2.72,-143.29,415801.3998,31380.0081,394666.9836
27.36,-13.35,-167.45,334650.8050,63676.6424,427827.4461
51.79,65.37,-159.52,237865.7049,258827.2761,379617.9887
49.88,4.98,-161.21,425771.2722,96672.3780,421894.8960
58.97,50.04,-164.45,344114.8914,234641.0967,405322.5123
48.48,3.32,-142.76,435652.9412,66933.1973,396343.2908
53.96,14.70,-141.52,439958.9038,83537.9270,392936.0485
45.67,2.97,-142.25,421808.7519,41468.3221,394271.0210
53.13,5.93,-139.87,456630.1395,85092.7147,395344.8568
43.99,2.20,-149.77,409040.5533,44972.4912,401685.5171
48.66,-9.81,-168.62,443924.8657,136689.9861,444995.1405
47.03,2.42,-143.67,429206.8141,61210.3988,396762.3761
47.30,3.92,-139.60,430357.6466,47234.7900,392582.5517
51.72,6.08,-142.64,446900.6972,80292.9616,396866.4134
51.07,67.08,-160.18,222311.0435,263734.6299,378515.9635
27.76,-13.36,-167.55,336874.1019,66649.5331,428346.5432
49.05,14.49,-138.18,416856.4747,9864.1431,387443.1341
49.93,12.52,-137.83,426446.1392,36682.1583,388730.5424
50.48,-3.11,-163.23,444433.4694,119486.6811,431171.5899
45.06,3.28,-142.60,417618.1383,31092.7784,394038.7510
51.14,-7.03,-165.77,453755.1071,134224.6953,439164.4521
49.92,12.67,-137.32,426416.3573,33972.2358,388331.2609
54.95,7.58,-156.63,450065.7098,113945.7032,416335.3299
43.99,2.61,-144.87,411708.8848,27663.8213,395887.9532
49.78,6.68,-140.23,437102.6612,59907.8008,393242.6491
42.64,41.83,-140.07,300810.9696,39104.8877,369361.5107
47.38,2.66,-144.42,430039.8585,64166.3904,397620.5966
42.84,-9.96,-170.78,411663.1981,119029.9097,445137.3577
44.07,2.31,-146.98,411264.8870,38421.9633,398363.9370
57.95,51.16,-158.62,340012.4008,227509.6140,394293.4039
52.99,62.01,-157.42,265567.9878,247481.6671,380456.8038
47.96,4.93,-142.95,429285.2655,55970.9480,395361.7780
44.95,3.64,-161.68,402190.7541,68221.1760,419696.0662
50.28,6.06,-140.52,440855.7003,66611.0459,394089.9935
55.42,11.43,-141.33,455336.9261,93418.8448,395325.0317
51.71,-7.30,-166.21,456917.7059,136948.0411,440669.3666
53.39,7.66,-160.01,439141.1930,110309.9723,420804.4325
55.84,8.88,-158.76,450152.2742,119796.1533,419762.0047
52.48,6.88,-163.05,433763.6016,109903.9716,426092.7911
56.72,9.82,-139.83,466806.3270,99331.5556,395611.2777
47.49,3.12,-143.85,430049.5169,61926.9443,396876.4948
46.93,5.22,-139.79,425440.3402,34151.6179,391859.3415
28.06,-10.44,-168.03,332781.7866,25237.4725,427473.7388
49.02,67.26,-160.52,205114.0087,255862.3627,376732.8551
49.24,5.86,-162.83,419217.3774,93508.7241,423762.7255
51.66,-6.19,-165.13,455274.9183,133115.1125,437728.2990
50.37,4.58,-141.86,443587.2613,74337.4176,396053.6139
43.67,2.42,-147.50,408511.9570,33046.2870,398617.7278
55.70,51.49,-161.99,322240.1991,223433.9781,397139.6292
55.38,7.97,-155.77,452112.6295,114717.7922,415053.5581
50.68,2.26,-162.98,434490.9708,107622.0279,427478.6194
50.26,23.13,-140.99,399733.9506,57241.2162,385744.6318
59.03,50.55,-161.88,345216.0337,233669.9160,400718.1334
49.31,4.93,-166.35,418825.0008,99427.1720,431169.1642
48.89,5.35,-159.32,421196.2316,87878.1240,417585.9129
48.98,5.34,-140.03,435877.9257,57417.5563,393245.4330
43.62,2.25,-149.90,406845.4084,40365.0686,401570.3973
52.80,52.01,-161.92,302973.4225,212345.5632,393897.2550
50.90,21.73,-141.10,406719.7709,61838.0593,386990.2297
53.31,17.58,-141.20,429849.2786,79098.1222,390792.4424
54.44,7.89,-159.22,444741.6788,114326.3691,420105.9664
51.51,58.24,-161.54,268710.2188,230717.4205,387511.4223
49.31,60.18,-160.52,246004.4600,227135.7670,382385.1585
52.29,5.09,-162.27,437327.8698,110026.5768,425621.7686
52.02,12.25,-139.57,436885.4559,65624.2561,391365.8148
47.88,4.67,-157.61,418669.9006,80703.0461,414398.1875
55.43,7.82,-152.92,454867.1542,111698.0145,410842.4656
46.34,2.93,-149.61,420167.5992,63234.5396,402718.7824
47.56,28.57,-142.04,369408.2275,41883.4853,381673.2205
55.82,11.40,-140.40,458139.9969,94243.8217,394782.2828
49.60,10.42,-139.38,428397.9155,43444.1318,390622.2877
49.66,24.67,-139.95,393202.6262,50102.0640,383814.6186
53.62,11.54,-140.32,446392.0870,80189.9204,393292.6940
50.73,23.30,-140.84,401939.6000,62579.7549,385869.2057
16.74,-20.68,-170.31,281281.4172,82096.0654,429953.9591
16.01,-20.03,-170.30,275564.5001,69120.6483,428821.2771
51.71,19.82,-140.50,416346.8583,65607.1683,388065.7069
24.34,-15.68,-172.42,317385.7731,69910.7604,437273.3006
29.52,-11.87,-114.46,378775.8031,9497.9442,388004.6086
27.98,-13.16,-114.90,371860.6023,34118.5674,387608.9384
23.33,-13.98,-172.04,308585.1006,34747.6517,434312.6580
31.20,-13.81,-115.24,391451.8786,70368.4879,388744.4333
30.76,-11.54,-113.92,385642.6780,22048.4739,388650.8361
60.77,37.43,-148.45,410235.1761,178665.2817,392248.0089
59.90,37.82,-148.67,404206.2805,176340.5837,391604.6869
54.90,54.30,-134.83,332969.8577,192918.1107,370050.0773
61.58,35.43,-148.88,420107.7571,176653.7065,394477.4525
60.32,35.92,-149.14,411703.2506,172914.7449,393530.7145
57.58,46.98,-137.41,372066.1210,180990.3897,376424.6455
57.38,49.73,-134.97,363685.7544,186896.0615,374106.7709
55.54,53.17,-135.07,340747.7372,191818.6409,371127.0738
53.31,50.70,-140.37,331990.0994,178613.0939,372642.6572
54.92,54.24,-135.79,332410.4530,194225.0737,370282.3579
59.09,40.93,-147.34,391448.8096,180997.9676,387806.2562
59.18,40.14,-148.19,393655.7298,179922.4661,389193.2258
59.94,38.12,-147.99,404128.2525,176544.4078,390735.2142
54.08,52.21,-136.52,334409.8610,182687.4566,370915.6037
57.93,45.53,-137.72,378567.3087,177746.5291,377544.1297
55.30,45.73,-138.14,362817.6765,165752.2895,375762.3892
56.77,49.13,-136.90,360636.7256,184536.1937,374563.2447
55.85,50.22,-136.80,351661.5180,184095.4790,373316.4268
51.67,21.42,-141.58,411278.1383,70376.7587,388036.6504
57.13,44.61,-137.97,376898.9999,170772.1933,377562.9352
58.81,44.74,-139.35,384652.2309,181506.5269,379373.9499
58.40,47.58,-136.01,375834.8811,185092.5902,376171.7645
62.81,35.25,-148.81,427164.3184,181193.7179,395423.4100
52.31,51.72,-137.17,325228.5255,172198.0347,370071.2845
47.79,29.72,-141.38,367866.6351,48769.4888,380749.5417
62.73,37.34,-148.28,421108.0434,186508.4769,393599.3040
57.58,49.28,-135.74,365697.0009,187273.5409,374675.5223
54.34,48.59,-137.15,348399.7337,170330.7149,373192.9562
54.64,54.98,-132.83,330651.9923,191241.2926,369299.3575
56.68,43.78,-144.79,371258.3312,175882.3948,382016.7273
56.76,52.33,-132.88,352820.3573,190980.4934,372048.6795
55.87,52.18,-135.07,346288.4575,189432.6935,371858.0475
53.33,57.53,-133.63,312040.4749,196742.5711,367142.9915
52.82,54.24,-136.40,319371.6636,184389.5987,368895.8832
52.20,53.21,-136.73,319286.6712,177215.9464,369062.5547
55.03,47.83,-137.63,354590.2511,171753.8306,374262.5514
55.12,54.16,-132.76,336684.7605,190165.4575,370033.5526
55.42,53.54,-133.08,340408.6756,189596.8741,370560.6008
57.86,48.91,-134.50,369612.4559,185323.1466,374720.2365
54.90,51.62,-136.38,341482.6925,184277.4922,371776.2097
53.92,56.31,-134.48,319698.2325,195824.3755,368268.6078
47.39,30.84,-140.66,363034.8846,45310.3369,379397.6320
26.04,-13.78,-167.35,327850.6867,58631.4892,426816.9546
42.12,-5.74,-170.27,399979.8375,97374.4443,440578.3348
46.70,-11.37,-156.22,445724.7543,131655.1901,420893.4179
42.14,-14.25,-164.01,420999.6880,133822.7707,433400.3205
484.48,200.90,-917.27,326948.1719,1922155.5395,3863525.3456
53.64,-11.77,-158.85,480962.6179,152073.1633,430521.6410
44.79,-22.18,-161.43,450749.3682,175195.0278,435271.8800
49.69,16.82,-138.86,414162.1861,30665.6515,387124.9490
252.52,97.82,-529.48,615257.4630,992224.9163,1995581.9202
41.03,-12.48,-166.43,409974.0087,122593.3307,436211.1956
24.68,-14.47,-171.46,317966.7898,57314.2962,434600.7814
46.81,-17.51,-173.10,444840.3470,161064.6963,458577.9373
41.80,52.20,-130.28,264084.4551,75988.0414,361916.1422
